20.640000	21.870000	1
23.150000	24.660000	2
25.950000	28.220000	3
31.780000	34.770000	4
45.430000	46.060000	5
51.100000	53.380000	6
55.130000	56.630000	7
65.590000	67.880000	8
70.620000	73.090000	9
75.570000	77.170000	10
78.300000	80.170000	11
81.130000	82.870000	12
84.440000	87.450000	13
88.780000	89.940000	14
90.990000	93.150000	15
97.680000	99.950000	16
113.650000	116.340000	17
118.630000	120.320000	18
